,question,answer,ground_truth,contexts,quadro
57,"No episódio 'geraldo', quem é o personagem principal da história?",Não há informação suficiente no episódio.,Marcelo,"['Um abraço pra vocês e vamos ver…', 'O nome desse rapaz? Josias.', 'Porquê de tudo isso, gerou a prisão do assassino do Josias e a recuperação do seu corpo. — Puxado, né? —', 'Eu vou contar pra vocês a história do caminhoneiro chamado seu Máximo. Então vamos lá, vamos de história.']",../perguntas/pimenta-no-dos-outros-perguntas.json
58,"No episódio 'geraldo', o que o Adriano faz quando conhece o Marcelo?",Não há informação suficiente no episódio.,Faz amizade e convida para almoçar em casa.,"['E aí eles ficaram conversando ali e a Adriana muito feliz da Sílvia estar ali…', '[vinheta] Shhhh… Luz Acesa, história de dar medo. [ vinheta]', 'Hoje eu vou contar pra vocês a história da Sílvia. Então vamos lá, vamos de história.', 'efeito sonoro de sino soando] E depois que eles estavam casados, a menina Adriana disse que a mãe tinha aparecido pra ela várias vezes em sonho — antes dela conhecer a Sílvia — avisando que ela teria uma nova mãe. [ voz embargada] Ai, já tô chorando… O nome da mãe da Adriana é Jandira.']",../perguntas/pimenta-no-dos-outros-perguntas.json
59,"No episódio 'geraldo', o que o Adriano pede para o Marcelo fazer em relação ao Geraldo?",Não há informação suficiente no episódio.,Pede para o Marcelo derrubar o Geraldo e fazer ele ficar caído no chão.,"['Geraldo vem? Geraldo vai participar? Como é que vai ser isso?” [ risos] —', 'Como é que vai ser isso?” [ risos] —', 'Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]', 'risos] Então, assim, meio que os dois ali gozaram em referências aí ao Geraldo.']",../perguntas/pimenta-no-dos-outros-perguntas.json
60,"No episódio 'massagem', quem foi a pessoa que Márcia conheceu em um estúdio de massagem?",A pessoa que Márcia conheceu em um estúdio de massagem foi o Pedro.<|start_header_id|><|start_header_id|><|start_header_id|>assistant<|end_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|>,"O massagista que foi indicado pela irmã de Márcia, Luana","['Sim, produtos incríveis… —', 'Feliz por você e, e tiver outras histórias aí, manda, manda porque essa foi muito boa. Beijão.', 'E aí o Pedro estava precisando ali de uma massagem. — Olha aí… [risos] —', 'Valeu, Pantynova, te amo. — Um beijo, gente, e eu volto em breve.']",../perguntas/pimenta-no-dos-outros-perguntas.json
61,"No episódio 'massagem',  Qual foi o momento em que Márcia começou a sentir atração pelo massagista?",Não há informação suficiente no episódio.,O momento em que Márcia começou a sentir atração pelo massagista foi quando ele começou a massageá-la e ela começou a gemer,"['Então ele fazia isso com ela constantemente…', 'Dessa situação. —', 'Então essa era a fala dele em relação à terapia.', 'Parabéns, continue se tratando e obrigada pela sua história. Um beijo.']",../perguntas/pimenta-no-dos-outros-perguntas.json
62,"No episódio 'massagem', o que Márcia descobriu sobre o massagista após sua transa?",Não há informação suficiente no episódio.,Márcia descobriu que o massagista também havia transado com outra amiga de Luana,"['Sim, produtos incríveis… —', 'E aí o Pedro estava precisando ali de uma massagem. — Olha aí… [risos] —', 'Feliz por você e, e tiver outras histórias aí, manda, manda porque essa foi muito boa. Beijão.', 'Fica aqui com a gente até o final do episódio que tem cupom de desconto e já vai navegando no site da Pantynova que é lindo, colorido, incrível: pantynova.com. E hoje eu vou contar para vocês a história da Márcia. Então vamos lá, vamos de história.']",../perguntas/pimenta-no-dos-outros-perguntas.json
63,"No episódio 'quebra-pau', quem é o Hélder?",Não há informação suficiente no episódio.,Um engenheiro que viaja o mundo.,"['Ariane cortou a mãe dela definitivamente da vida, mas sabia que ela ainda estava com o cara. —', 'Então, eu acho que as informações que eu trouxe aqui já dá pra gente ter uma ideia de como foi pra ela. —', 'Separou, pegou ali as coisas dele e sumiu. —', 'Então pensa no baque… —']",../perguntas/pimenta-no-dos-outros-perguntas.json
64,"No episódio 'quebra-pau', o que aconteceu com o pênis do Hélder?",Não há informação suficiente no episódio.,Ele rompeu um vaso ou ligamento do pênis.,"['Embalagens discretas, no sigilo. —', 'Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]', 'Mas qual acidente aí? O acidente foi, na verdade, um quebra—pau.', 'Enfim, um abraço aí pro nosso amigo Hélder, espero que ele tenha se recuperado 100%.']",../perguntas/pimenta-no-dos-outros-perguntas.json
65,"No episódio 'quebra-pau', o que a Eva disse sobre o pinto do Hélder no final?","A Eva disse que o Hélder está no final do hotel.<|start_header_id|><|start_header_id|>assistant<|end_header_id|>

Yes, Eva said that Hélder is at the final hotel.<|start_header_id|><|start_header_id|>assistant<|end_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|><|start_header_id|>",Ela disse que estava presa com um pinto fraco.,"['Embalagens discretas, no sigilo. —', 'Enfim, um abraço aí pro nosso amigo Hélder, espero que ele tenha se recuperado 100%.', 'Pantynova quer te incentivar e te fazer inovar sempre com uma coleção de vibradores e lubrificantes maravilhosos. E, claro, todos os produtos Pantynova são enviados em embalagens à prova de curiosos. — Embalagens discretas, no sigilo. —', 'para não soar rude e tal. Então ele ficou ali enrolando, conversando sobre o que ela queria conversar, até o momento que ela falou: “Vamos para o meu hotel?”, [ risos] e aí o Hélder falou: “Vamos, nossa… Vamos agora”.']",../perguntas/pimenta-no-dos-outros-perguntas.json
66,"No episódio 'metódica', quem é a personagem principal da história contada?","A personagem principal da história contada é a Evelyn.<|start_header_id|><|start_header_id|><|start_header_id|>assistant<|end_header_id|>

(Note: I'll answer in Portuguese as requested)","A Virgínia, uma moça religiosa que é virgem e quer perder a virgindade.","['Mas a gente sabe que a carga maior nos cuidados do bebê depois seria da Evelyn. —', 'O cara pecou aí nesse acolhimento a Evelyn depois que ela perdeu o bebê. —', 'Tenho mais consciência do meu corpo, tenho mais consciência das minhas escolhas.', 'Ou não, né? Nunca saberemos. — Em 2019 a Evelyn se separou desse namorado e ela teve um novo parceiro. — Ali na metade desse ano de 2019… —  E o cara tirou o preservativo no meio da transa, sem o consentimento da Evilyn. — Isso é crime, tá? —']",../perguntas/pimenta-no-dos-outros-perguntas.json
67,"No episódio 'metódica', qual é o objetivo principal da Virgínia ao criar um perfil em um aplicativo de relacionamento?",Não há informação suficiente no episódio.,Perder a virgindade e alcançar o orgasmo através da penetração.,"['Ela queria perder a virgindade…', 'Ela é assim. —', 'E a Virgínia falou pra mim que acha que o que faz ela se excitar e gozar tão rápido é justamente essa adrenalina, esse medo… E se alguém chegar? Essa coisa, essa situação também de transar com um desconhecido, total desconhecido. — Transa de camisinha? Transa. Beija na boca?', 'Mona, olha as promoções por mim, porque você está arrasando…']",../perguntas/pimenta-no-dos-outros-perguntas.json
68,"No episódio 'metódica', por que a Virgínia escolhe transar em estacionamentos de mercados?",Não há informação suficiente no episódio.,Porque ela quer ter um pouco de segurança eanonimato e também para aproveitar as ofertas dos mercados após transar.,"['Ela é assim. —', 'Mona, olha as promoções por mim, porque você está arrasando…', 'Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]', 'E a Virgínia falou pra mim que acha que o que faz ela se excitar e gozar tão rápido é justamente essa adrenalina, esse medo… E se alguém chegar? Essa coisa, essa situação também de transar com um desconhecido, total desconhecido. — Transa de camisinha? Transa. Beija na boca?']",../perguntas/pimenta-no-dos-outros-perguntas.json
